# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_comp4,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_comp4,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_comp4,skybg_target
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0645-e91.fits",2458882.595212654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0646-e91.fits",2458882.5956272185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0647-e91.fits",2458882.596020985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0648-e91.fits",2458882.5964143514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0649-e91.fits",2458882.596807718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0650-e91.fits",2458882.5972010847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0651-e91.fits",2458882.5976011506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0652-e91.fits",2458882.597994817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0653-e91.fits",2458882.5983882835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0654-e91.fits",2458882.5988172465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0655-e91.fits",2458882.599275308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0656-e91.fits",2458882.5996688744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0657-e91.fits",2458882.6000981377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0658-e91.fits",2458882.6005127025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0659-e91.fits",2458882.600906369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0660-e91.fits",2458882.6013067346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0661-e91.fits",2458882.6016992014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0662-e91.fits",2458882.602099467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0663-e91.fits",2458882.6026134235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0664-e91.fits",2458882.60300619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0665-e91.fits",2458882.6033986565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0666-e91.fits",2458882.6037983224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0667-e91.fits",2458882.604191489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0668-e91.fits",2458882.6046195524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0669-e91.fits",2458882.605012619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0670-e91.fits",2458882.6054056855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0671-e91.fits",2458882.6058053514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0672-e91.fits",2458882.606198618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0673-e91.fits",2458882.6065912843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0674-e91.fits",2458882.6070130486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0675-e91.fits",2458882.6074058153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0676-e91.fits",2458882.6078273794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0677-e91.fits",2458882.608220346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0678-e91.fits",2458882.6086195116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0679-e91.fits",2458882.609048175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0680-e91.fits",2458882.60946174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0681-e91.fits",2458882.6098545063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0682-e91.fits",2458882.6102542724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0683-e91.fits",2458882.610646439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0684-e91.fits",2458882.6110533043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0685-e91.fits",2458882.6114812675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0686-e91.fits",2458882.6118741347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0687-e91.fits",2458882.612273601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0688-e91.fits",2458882.612665967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0689-e91.fits",2458882.6130584334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0690-e91.fits",2458882.6134577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0691-e91.fits",2458882.613850366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0692-e91.fits",2458882.6142854295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0693-e91.fits",2458882.614677596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0694-e91.fits",2458882.61509936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0695-e91.fits",2458882.6154910265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0696-e91.fits",2458882.6158905923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0697-e91.fits",2458882.6163041573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0698-e91.fits",2458882.616696024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0699-e91.fits",2458882.6171023897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0700-e91.fits",2458882.617494256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0701-e91.fits",2458882.6179007217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0702-e91.fits",2458882.6182992873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0703-e91.fits",2458882.6187125524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0704-e91.fits",2458882.6191614144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0705-e91.fits",2458882.619553281,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0706-e91.fits",2458882.619952647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0707-e91.fits",2458882.620365712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0708-e91.fits",2458882.6207792764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0709-e91.fits",2458882.6211783425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0710-e91.fits",2458882.6215703096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0711-e91.fits",2458882.6219697753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0712-e91.fits",2458882.622361142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0713-e91.fits",2458882.622760508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0714-e91.fits",2458882.623152175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0715-e91.fits",2458882.6235788385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0716-e91.fits",2458882.6239777044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0717-e91.fits",2458882.624369271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0718-e91.fits",2458882.624796935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0719-e91.fits",2458882.6251886017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0720-e91.fits",2458882.6255874676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0721-e91.fits",2458882.6259794342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0722-e91.fits",2458882.6263780007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0723-e91.fits",2458882.6268055644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0724-e91.fits",2458882.6271971306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0725-e91.fits",2458882.627595597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0726-e91.fits",2458882.627987464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0727-e91.fits",2458882.62838673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0728-e91.fits",2458882.628778197,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0729-e91.fits",2458882.629176663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0730-e91.fits",2458882.629589128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0731-e91.fits",2458882.6299804943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0732-e91.fits",2458882.6303786603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0733-e91.fits",2458882.6308057243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0734-e91.fits",2458882.6311966907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0735-e91.fits",2458882.631587858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0736-e91.fits",2458882.632043119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0737-e91.fits",2458882.632441185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0738-e91.fits",2458882.632832852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0739-e91.fits",2458882.6332311183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0740-e91.fits",2458882.633622385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0741-e91.fits",2458882.6340136514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0742-e91.fits",2458882.634412018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0743-e91.fits",2458882.634810484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0744-e91.fits",2458882.635201451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0745-e91.fits",2458882.635599617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0746-e91.fits",2458882.635998283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0747-e91.fits",2458882.63638885,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0748-e91.fits",2458882.636786716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0749-e91.fits",2458882.6371918814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0750-e91.fits",2458882.637583148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0751-e91.fits",2458882.637981015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0752-e91.fits",2458882.6383790807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0753-e91.fits",2458882.6387700476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0754-e91.fits",2458882.639167714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0755-e91.fits",2458882.6395588806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0756-e91.fits",2458882.639964146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0757-e91.fits",2458882.6403546133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0758-e91.fits",2458882.6407524794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0759-e91.fits",2458882.641157345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0760-e91.fits",2458882.6415768093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0761-e91.fits",2458882.6419745754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0762-e91.fits",2458882.6423718417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0763-e91.fits",2458882.6427695085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0764-e91.fits",2458882.6431668745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0765-e91.fits",2458882.6436001374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0766-e91.fits",2458882.6439904044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0767-e91.fits",2458882.644388071,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0768-e91.fits",2458882.6447927365,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0769-e91.fits",2458882.6451831036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0770-e91.fits",2458882.6455807695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0771-e91.fits",2458882.645999334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0772-e91.fits",2458882.646390201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0773-e91.fits",2458882.646787667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0774-e91.fits",2458882.6471848334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
